Table                    | Index        | Content
SubtargetFeatureST       | 0            | Feature3DNow
SubtargetFeatureST       | 1            | Feature3DNowA
SubtargetFeatureST       | 2            | Feature64Bit
SubtargetFeatureST       | 3            | FeatureADX
SubtargetFeatureST       | 4            | FeatureAES
SubtargetFeatureST       | 5            | FeatureAMXBF16
SubtargetFeatureST       | 6            | FeatureAMXINT8
SubtargetFeatureST       | 7            | FeatureAMXTILE
SubtargetFeatureST       | 8            | FeatureAVX
SubtargetFeatureST       | 9            | FeatureAVX2
SubtargetFeatureST       | 10           | FeatureAVX512
SubtargetFeatureST       | 11           | FeatureAVXVNNI
SubtargetFeatureST       | 12           | FeatureBF16
SubtargetFeatureST       | 13           | FeatureBITALG
SubtargetFeatureST       | 14           | FeatureBMI
SubtargetFeatureST       | 15           | FeatureBMI2
SubtargetFeatureST       | 16           | FeatureBWI
SubtargetFeatureST       | 17           | FeatureCDI
SubtargetFeatureST       | 18           | FeatureCLDEMOTE
SubtargetFeatureST       | 19           | FeatureCLFLUSHOPT
SubtargetFeatureST       | 20           | FeatureCLWB
SubtargetFeatureST       | 21           | FeatureCLZERO
SubtargetFeatureST       | 22           | FeatureCMOV
SubtargetFeatureST       | 23           | FeatureCMPXCHG16B
SubtargetFeatureST       | 24           | FeatureCMPXCHG8B
SubtargetFeatureST       | 25           | FeatureCRC32
SubtargetFeatureST       | 26           | FeatureDQI
SubtargetFeatureST       | 27           | FeatureENQCMD
SubtargetFeatureST       | 28           | FeatureERI
SubtargetFeatureST       | 29           | FeatureERMSB
SubtargetFeatureST       | 30           | FeatureF16C
SubtargetFeatureST       | 31           | FeatureFMA
SubtargetFeatureST       | 32           | FeatureFMA4
SubtargetFeatureST       | 33           | FeatureFP16
SubtargetFeatureST       | 34           | FeatureFSGSBase
SubtargetFeatureST       | 35           | FeatureFSRM
SubtargetFeatureST       | 36           | FeatureFXSR
SubtargetFeatureST       | 37           | FeatureGFNI
SubtargetFeatureST       | 38           | FeatureHRESET
SubtargetFeatureST       | 39           | FeatureIFMA
SubtargetFeatureST       | 40           | FeatureINVPCID
SubtargetFeatureST       | 41           | FeatureKL
SubtargetFeatureST       | 42           | FeatureLAHFSAHF
SubtargetFeatureST       | 43           | FeatureLVIControlFlowIntegrity
SubtargetFeatureST       | 44           | FeatureLVILoadHardening
SubtargetFeatureST       | 45           | FeatureLWP
SubtargetFeatureST       | 46           | FeatureLZCNT
SubtargetFeatureST       | 47           | FeatureMMX
SubtargetFeatureST       | 48           | FeatureMOVBE
SubtargetFeatureST       | 49           | FeatureMOVDIR64B
SubtargetFeatureST       | 50           | FeatureMOVDIRI
SubtargetFeatureST       | 51           | FeatureMWAITX
SubtargetFeatureST       | 52           | FeatureNOPL
SubtargetFeatureST       | 53           | FeaturePCLMUL
SubtargetFeatureST       | 54           | FeaturePCONFIG
SubtargetFeatureST       | 55           | FeaturePFI
SubtargetFeatureST       | 56           | FeaturePKU
SubtargetFeatureST       | 57           | FeaturePOPCNT
SubtargetFeatureST       | 58           | FeaturePREFETCHWT1
SubtargetFeatureST       | 59           | FeaturePRFCHW
SubtargetFeatureST       | 60           | FeaturePTWRITE
SubtargetFeatureST       | 61           | FeatureRDPID
SubtargetFeatureST       | 62           | FeatureRDRAND
SubtargetFeatureST       | 63           | FeatureRDSEED
